timestamp,active_addresses,average_transaction_value,block_height,block_size,block_time,current_supply,difficulty,hashrate,large_transaction_count,new_addresses,transaction_count,transaction_count_all_time,unique_addresses_all_time,zero_balance_addresses_all_time
2018-04-17,613343,5.897908177872861,518696.0,727804.0,529.44099378882,16983689.795297302,3839316899029.67,31145568.087404102,9875,302354,201820,310812170,391316543,357115431
2018-04-18,593728,5.5579260610153405,518856.0,674461.0,534.836477987422,16985689.795297302,3839316899029.67,30831368.4630546,9672,299567,200740,311012910,391616110,357368971
2018-04-19,649807,6.171202249762089,519034.0,625799.0,485.553672316384,16987914.795297302,3839316899029.67,33960695.7180378,11379,318474,213523,311226433,391934584,357639671
2018-04-20,658440,7.340506160922089,519171.0,818439.0,632.75,16989627.295297302,3839316899029.67,26060435.4331293,11606,308303,207777,311434210,392242887,357892691
2018-04-21,625491,4.7185853008128396,519330.0,764312.0,537.848101265823,16991614.795297302,3839316899029.67,30658731.4922263,9089,287228,193975,311628185,392530115,358187759
2018-04-22,515379,4.541108372882411,519490.0,558847.0,522.182389937107,16993614.795297302,3839316899029.67,31578507.5063497,7631,254998,171870,311800055,392785113,358392024
2018-04-23,651279,4.84714503745513,519643.0,762616.0,563.552631578947,16995527.295297302,3839316899029.67,29260338.070132103,10637,319886,226353,312026408,393104999,358662409
2018-04-24,783122,6.961221933829731,519802.0,967178.0,538.3797468354429,16997514.795297302,3839316899029.67,30628456.2471714,14251,369215,254493,312280901,393474214,359007726
2018-04-25,694533,9.26830614297652,519925.0,1043031.0,679.032786885246,16999052.295297302,3839316899029.67,24284159.5263047,12546,315486,213155,312494056,393789700,359313199
2018-04-26,666593,4.92307489235443,520066.0,884706.0,604.707142857143,17000814.795297302,3839316899029.67,27268969.3103363,11762,318006,216732,312710788,394107706,359607649
2018-04-27,681912,7.274109499102121,520208.0,955995.0,605.035460992908,17002589.795297302,3943557223451.91,27994143.1479651,11044,309392,211119,312921907,394417098,359874678
2018-04-28,580639,9.00667206631492,520336.0,844274.0,641.196850393701,17004189.795297302,4022059196164.95,26941200.1938215,9651,272702,203681,313125588,394689800,360107495
2018-04-29,549012,8.93693229792005,520494.0,623489.0,546.796178343949,17006164.795297302,4022059196164.95,31592416.6888349,10978,262187,180798,313306386,394951987,360325845
2018-04-30,648401,5.65881869271428,520649.0,748396.0,555.441558441558,17008102.295297302,4022059196164.95,31100684.5771014,11415,317140,215107,313521493,395269127,360613237
2018-05-01,638057,5.1272051709561,520807.0,673271.0,546.624203821656,17010077.295297302,4022059196164.95,31602356.0415569,11056,323507,199959,313721452,395592634,360855939
2018-05-02,689284,5.0732197608269605,520947.0,877978.0,616.942446043165,17011827.295297302,4022059196164.95,28000363.438919395,11649,313889,212296,313933748,395906523,361193998
2018-05-03,670349,5.9284302964272,521098.0,867924.0,573.406666666667,17013714.795297302,4022059196164.95,30126285.0858109,13914,340365,228521,314162269,396246888,361487889
2018-05-04,702444,6.1101386032673295,521236.0,973819.0,621.970802919708,17015439.795297302,4022059196164.95,27773992.973645397,12464,323346,219069,314381338,396570234,361777574
2018-05-05,634526,5.234982293876901,521397.0,726489.0,534.6625,17017452.295297302,4022059196164.95,32309377.8039502,10066,298722,202703,314584041,396868956,362059380
2018-05-06,539977,6.37269998856213,521534.0,758401.0,630.926470588236,17019164.795297302,4022059196164.95,27379755.8279632,9382,246595,171761,314755802,397115551,362285468
2018-05-07,667042,6.71205120570059,521684.0,867701.0,574.758389261745,17021039.795297302,4022059196164.95,30055433.783738397,11543,300995,205063,314960865,397416546,362596471
2018-05-08,675731,4.8465840342380995,521823.0,915397.0,618.608695652174,17022777.295296602,4022059196164.95,27924943.233933397,11746,316938,217810,315178675,397733484,362894389
2018-05-09,617853,5.14135996443598,521983.0,732925.0,541.51572327044,17024777.2952965,4022059196164.95,31900482.234894104,11133,307721,206579,315385254,398041205,363163318
2018-05-10,623605,5.76702080136466,522137.0,733376.0,559.437908496732,17026702.295296602,4022059196164.95,30878516.539079804,12628,310142,208961,315594215,398351347,363439797
2018-05-11,765655,6.12472627795866,522264.0,1075571.0,683.166666666667,17028289.7952965,4138123233246.03,26015765.728630602,13236,307017,213624,315807839,398658364,363798343
2018-05-12,594827,5.5128604968974,522429.0,644236.0,521.548780487804,17030352.2952965,4143878474754.19,34124943.2335386,8920,261506,182054,315989893,398919870,364045373
2018-05-13,488183,5.24022228690618,522577.0,576345.0,574.360544217687,17032202.2952965,4143878474754.19,30987195.5983837,7539,234173,158794,316148687,399154043,364258983
2018-05-14,641742,6.079986924613181,522709.0,872704.0,654.854961832061,17033852.2952965,4143878474754.19,27178266.280330803,11652,311208,209697,316358384,399465251,364551240
2018-05-15,645896,4.967799902312099,522855.0,791380.0,593.227586206896,17035677.2952965,4143878474754.19,30001677.166544203,11184,319209,214779,316573163,399784460,364854358
2018-05-16,611010,5.52831174663955,523034.0,606597.0,475.932584269663,17037914.7952965,4143878474754.19,37395679.799858704,10640,299838,208463,316781626,400084298,365129054
2018-05-17,635087,5.457239040726741,523166.0,860254.0,650.465648854962,17039564.795296602,4143878474754.19,27361664.0002401,10656,278422,192683,316974309,400362720,365437604
2018-05-18,710771,5.3100673906308895,523314.0,839280.0,580.3877551020411,17041414.7952965,4143878474754.19,30665399.7628507,10773,304620,211496,317185805,400667340,365755007
2018-05-19,520662,4.33560968323228,523468.0,580258.0,561.411764705883,17043339.795296602,4143878474754.19,31701905.17292,7706,248870,173274,317359079,400916210,365987949
2018-05-20,480119,4.61920223131215,523612.0,555049.0,594.979020979021,17045139.795296602,4143878474754.19,29913361.480177503,7359,236190,158663,317517742,401152400,366179436
2018-05-21,628005,4.12815780558824,523769.0,755369.0,550.551282051282,17047102.2952965,4143878474754.19,32327274.6933859,9839,295636,202647,317720389,401448036,366462120
2018-05-22,593732,4.5539677420198,523920.0,697712.0,569.246666666667,17048989.7952965,4143878474754.19,31265571.7984019,9640,296652,203337,317923726,401744688,366734141
2018-05-23,648114,4.832542500558481,524082.0,748044.0,530.049689440994,17051014.7952965,4143878474754.19,33577649.194432504,10550,315092,223196,318146922,402059780,367020361
2018-05-24,576660,5.78266768618358,524225.0,726173.0,597.514084507042,17052802.2952965,4219142059012.95,30327447.721318398,10381,294606,206825,318353747,402354386,367271005
2018-05-25,624360,4.860994081746401,524401.0,625061.0,489.30285714285696,17055002.2952965,4306949573981.51,37805231.0460369,9113,282866,196181,318549928,402637252,367532906
2018-05-26,472333,3.8322385396244596,524563.0,488469.0,531.583850931677,17057027.295296602,4306949573981.51,34798287.294376895,6064,228766,158783,318708711,402866018,367733595
2018-05-27,447062,5.56938734462919,524727.0,448727.0,527.705521472393,17059077.2952958,4306949573981.51,35054034.519400895,5638,210665,144304,318853015,403076683,367914554
2018-05-28,597039,6.9548829915608605,524883.0,710101.0,541.8645161290319,17061027.2952958,4306949573981.51,34138067.7552372,9346,264010,189063,319042078,403340693,368187281
2018-05-29,610910,6.25247107876905,525022.0,832153.0,622.326086956522,17062764.7952958,4306949573981.51,29724300.4165822,10080,291481,204769,319246847,403632174,368467025
2018-05-30,598661,6.223511875321861,525196.0,625990.0,485.028901734104,17064939.7952958,4306949573981.51,38138361.4453404,9787,298554,204077,319450924,403930728,368738790
2018-05-31,633570,6.57342046967818,525366.0,706883.0,503.45562130177495,17067064.7952959,4306949573981.51,36742478.945693895,9083,307251,209526,319660450,404237979,369042434
2018-06-01,697999,5.8888790702025995,525532.0,721915.0,516.278787878788,17069139.7952958,4306949573981.51,35829881.064404204,9558,302536,205481,319865931,404540515,369276237
2018-06-02,528261,5.4005036446034005,525684.0,622946.0,569.649006622516,17071039.7952958,4306949573981.51,32472991.8787162,7097,252755,174497,320040428,404793270,369507442
2018-06-03,536366,5.72535262536499,525847.0,771284.0,526.006172839506,17073077.2952959,4306949573981.51,35167282.2885595,6495,235419,163443,320203871,405028689,369727187
2018-06-04,708308,7.1211994377557195,526030.0,1055892.0,471.521978021978,17075364.7952958,4306949573981.51,39230849.0971539,9140,300278,209916,320413787,405328967,370056363
2018-06-05,661376,5.78211798592012,526205.0,848479.0,493.465517241379,17077552.2952958,4415593341674.14,38431923.472474605,8638,308225,212901,320626688,405637192,370350832
2018-06-06,657356,5.51578519034387,526352.0,991682.0,587.232876712329,17079389.7952951,4940704885521.83,36135861.502350606,8080,301755,206417,320833105,405938947,370638575
2018-06-07,641565,5.8078873820158305,526495.0,1082513.0,603.584507042253,17081177.2952951,4940704885521.83,35156909.5212349,8579,292995,207627,321040732,406231942,370915418
2018-06-08,655501,7.18944669214918,526640.0,897163.0,591.034722222222,17082983.5452951,4940704885521.83,35903416.6769734,8615,289627,200379,321241111,406521569,371171928
2018-06-09,498294,5.10453378741305,526783.0,630925.0,600.457746478873,17084771.0452944,4940704885521.83,35339981.9170295,6331,242852,171306,321412417,406764421,371390712
2018-06-10,537058,7.80753912175564,526910.0,759267.0,676.769841269841,17086358.5452944,4940704885521.83,31355070.2299141,7970,246498,179809,321592226,407010919,371628030
2018-06-11,596633,7.917816513761981,527050.0,793075.0,610.532374100719,17088108.5452936,4940704885521.83,34756823.3932882,9304,293629,213196,321805422,407304548,371893940
2018-06-12,662459,6.56683265865924,527195.0,1044931.0,593.888888888889,17089921.0452937,4940704885521.83,35730868.685226,8748,302180,214595,322020017,407606728,372198018
2018-06-13,668119,8.86729515300285,527338.0,913050.0,600.232394366197,17091708.545292802,4940704885521.83,35353250.0106241,9597,295202,211829,322231846,407901930,372500741
