timestamp,close,high,low,open,volumefrom,volumeto,CCI,ichimoku_leadSpanA,ichimoku_leadSpanB,MACD,MACD_diff,MACD_signal,AwesomeOscillator,KAMA,RateofChange,RSI_7,RSI_14,StochasticOscillator,stoch_signal,TrueStrenghtIndex,UltimateOscilator,williamsR,Accum_Distrubution,ForceIndex,AvgTrueRange,BollingerHighBand,BHB_indicator,BollingerLowBand,BLB_indicator,BC_middleBand,BC_percBand,BCB_width,sma_5,sma_10,sma_20,sma_30,sma_50,sma_100,sma_200,ema_5,ema_10,ema_20,ema_30,ema_50,ema_100,ema_200,vwma,hull_Moving,Mkt_Cap
2018-01-01,13444.88,13921.53,12877.67,13850.49,78425.21,1057521524.42,0.0,13399.6,13399.6,0.0,0.0,0.0,0.0,13444.88,0.0,100.0,100.0,54.33774644109352,54.33774644109352,0.0,0.0,-45.66225355890648,91745204.57865296,0.0,0.0,13444.88,0.0,13444.88,0.0,13444.88,0.0,0.0,6955.694000000006,6938.073,7039.805,7055.708333333331,6945.859199999998,7063.562750000008,7262.746924999998,13444.88,13444.88,13444.88,13444.88,13444.88,13444.88,13444.88,7016.700637415081,6821.959074074072,225557219875.0465
2018-01-02,14754.13,15306.13,12934.16,13444.88,137732.17,1956783037.35,66.66666666666667,14091.9,14091.9,104.44159544159629,83.55327635327703,20.88831908831926,0.0,14754.13,0.0,100.0,100.0,77.26954530854944,65.80364587482148,100.0,100.0,-22.730454691450557,1137771161.0067186,2561918191650.4873,0.0,15408.755,0.0,12790.255,0.0,14099.505,0.75,18.571573966603793,6955.694000000006,6938.073,7039.805,7055.708333333331,6945.859199999998,7063.562750000008,7262.746924999998,14159.016363636361,14130.677619047618,14115.471463414631,14110.236557377048,14105.986435643563,14102.761840796018,14101.137481296757,7016.700637415081,6821.959074074072,247553310629.91934
2018-01-03,15156.62,15435.01,14579.71,14754.09,106543.39,1604206990.04,92.53125976867783,14156.34,14156.34,217.186303033257,157.03838715595018,60.14791587730681,0.0,15156.62,0.0,100.0,100.0,89.11407947320264,73.5737904076152,100.0,100.0,-10.885920526797353,1697677475.360447,2288169488760.59,0.0,15913.411262022597,0.0,12990.342071310733,0.0,14451.876666666665,0.7410970412786252,20.226225687726348,6955.694000000006,6938.073,7039.805,7055.708333333331,6945.859199999998,7063.562750000008,7262.746924999998,14553.672747252745,14505.72,14479.58447264076,14470.528384091722,14463.155158802769,14457.54904524603,14454.72119319077,7016.700637415081,6821.959074074072,254336265072.25507
2018-01-04,15180.08,15408.66,14244.67,15156.49,110968.82,1656714736.62,60.00753740993914,14156.34,14156.34,304.9154465534084,195.81402454088126,109.10142201252714,0.0,15180.08,0.0,100.0,100.0,90.03143891699969,85.47168789958393,100.0,100.0,-9.968561083000315,2703713332.442651,1966840494326.3777,0.0,16048.060662426722,0.0,13219.794337573278,0.0,14633.9275,0.6931050464380509,19.326775568988193,6955.694000000006,6938.073,7039.805,7055.708333333331,6945.859199999998,7063.562750000008,7262.746924999998,14755.318002980626,14699.120810170221,14667.725451118007,14656.73403934074,14647.744857016969,14640.88669224542,14637.41980083187,7016.700637415081,6821.959074074072,254761814703.8528
2018-01-05,16954.78,17126.95,14832.36,15180.08,141960.42,2283988962.92,132.83174822625156,15002.310000000001,15002.310000000001,511.74579607428495,322.11549924940624,189.6302968248787,0.0,16954.78,0.0,100.0,100.0,95.94825476315984,91.69792438445405,100.0,100.0,-4.051745236840167,4644953150.856712,2264919739778.9126,0.0,17344.67008430622,0.0,12851.525915693777,0.0,15098.097999999998,0.9132255566091425,29.759670182379555,15098.097999999998,6938.073,7039.805,7055.708333333331,6945.859199999998,7063.562750000008,7262.746924999998,15368.19754461406,15240.06372999623,15170.822558485963,15146.967275287925,15127.604534543943,15112.92046795065,15105.526503361561,7016.700637415081,6821.959074074072,284576272217.8099
2018-01-06,17172.3,17252.85,16286.57,16954.76,83927.99,1412703790.73,120.73520947295047,15065.259999999998,15065.259999999998,685.3125280798249,396.54578500395695,288.76674307586796,323.5178333333315,17172.3,0.0,100.0,100.0,98.15893288961827,94.71287552325926,100.0,100.0,-1.8410671103817282,5822128336.330885,1985258538176.1523,0.0,18012.08171287998,0.0,12875.514953786684,0.0,15443.798333333332,0.8365091407809878,33.2597373277448,15843.581999999999,6938.073,7039.805,7055.708333333331,6945.859199999998,7063.562750000008,7262.746924999998,15820.284190003542,15643.387101084681,15546.371147063825,15512.785633796731,15485.477984493598,15464.744799329792,15454.298038561126,7016.700637415081,6821.959074074072,288263282673.08356
2018-01-07,16228.16,17184.81,15791.13,17174.5,79006.37,1309532650.11,69.00780867212113,15065.259999999998,15065.259999999998,738.1720186473576,359.52422045719175,378.6477981901659,586.9712857142858,16228.16,0.0,71.14678773684342,75.78026416883091,76.5794778729104,90.22888850856282,98.30577697471153,98.30577697471153,-23.42052212708961,5333881855.323653,1525024153254.58,0.0,17996.16069082841,0.0,13115.539309171592,0.0,15555.85,0.6377509024827842,31.374829287096595,16138.387999999997,6938.073,7039.805,7055.708333333331,6945.859199999998,7063.562750000008,7262.746924999998,15914.579613896169,15752.58307336929,15658.586981142924,15625.303940171918,15597.98117172741,15577.086473019048,15566.510745375717,7016.700637415081,6821.959074074072,272447312816.49884
2018-01-08,14976.17,16302.92,13902.31,16228.26,142453.96,2166366561.33,-17.412683196137877,15065.259999999998,15065.259999999998,671.3000865433187,234.12183068252222,437.17825586079647,621.6079999999984,14976.17,0.0,49.189530138440034,56.305594627299435,47.96374092037358,74.2340505609674,94.67024798852187,94.67024798852187,-52.036259079626426,5105668009.803247,919696521201.1335,0.0,17798.069109315154,0.0,13168.710890684844,0.0,15483.39,0.3904340567211343,29.89886722888405,16102.297999999999,6938.073,7039.805,7055.708333333331,6945.859199999998,7063.562750000008,7262.746924999998,15710.780957679302,15620.279449942063,15558.03003545458,15534.550967706607,15514.762232363059,15499.330087521525,15491.423593730882,7016.700637415081,6821.959074074072,251459288781.05594
2018-01-09,14468.5,15390.28,14221.55,14976.17,99730.65,1486802326.34,-41.56446167867638,15065.259999999998,15065.259999999998,570.7595119712842,106.8650048883901,463.89450708289405,662.5468888888863,14468.5,0.0,42.9228342278617,50.62440556355615,36.360332603458616,53.63451713224752,90.79540287493276,90.79540287493276,-63.6396673965414,4247181606.712695,680482027170.5391,0.0,17644.24474262014,0.0,13097.004146268748,0.0,15370.624444444444,0.30161057561627835,29.583967865371573,15959.981999999998,6938.073,7039.805,7055.708333333331,6945.859199999998,7063.562750000008,7262.746924999998,15453.960631656735,15438.465263957798,15412.043304193507,15399.982940341588,15389.09235491019,15380.182089052583,15375.48476119846,7016.700637415081,6821.959074074072,242964851447.0509
2018-01-10,14919.49,14919.49,13450.54,14468.09,142303.9,2025083791.13,-58.21192972168912,15079.3825,15065.259999999998,521.4604348909561,46.05274224644961,475.4076926445065,401.779999999997,14919.49,0.0,49.580157324821585,54.971008862313234,46.66825136337249,43.66410829573488,87.65364995697742,87.65364995697742,-53.331748636627516,6272265397.842695,713740671712.1361,0.0,17499.374463411626,0.0,13151.64753658837,0.0,15325.510999999999,0.4066130401394217,28.369213443018353,15552.923999999999,15325.510999999999,7039.805,7055.708333333331,6945.859199999998,7063.562750000008,7262.746924999998,15347.724457876995,15361.682687351375,15351.292917234068,15344.54021201847,15337.838237606731,15332.022853990336,15328.855066891865,7016.700637415081,6821.959074074072,250569138922.20834
2018-01-11,13308.06,14979.96,12825.95,14920.36,173452.27,2373494121.74,-104.67884410115512,15039.4,15039.4,348.34611028510517,-101.6492658875211,449.99537617262627,-65.61554545454601,14910.614247413372,0.0,33.36001163351172,41.06174165838272,10.890465111025751,31.306349692618934,82.20077930795377,82.20077930795377,-89.10953488897424,4961241042.753797,65389199668.18988,0.0,17517.304312459273,0.0,12766.908414813452,0.0,15142.106363636361,0.11391715487433988,31.372094367622832,14780.075999999997,15311.828999999998,7039.805,7055.708333333331,6945.859199999998,7063.562750000008,7262.746924999998,14954.912628699749,15074.244322371693,15117.023825840684,15127.591266120784,15134.506311423534,15138.736253638286,15140.53097522519,7016.700637415081,13951.875296296297,223537676925.74274
2018-01-12,13841.19,14129.08,12851.91,13308.06,102068.02,1402292716.89,-98.91343168244606,15039.4,15039.4,251.27436182997917,-158.9768114741177,410.2511733040969,-542.4426666666677,14890.907639861201,0.0,40.83148093315976,45.93575841698185,22.93342971379521,26.830715396064463,77.85726475127231,77.85726475127231,-77.0665702862048,5731345326.991196,162848502023.52948,0.0,17418.76521918716,0.0,12648.628114146168,0.0,15033.696666666665,0.25000578800838985,31.729635170952587,14302.681999999997,15220.534999999998,7039.805,7055.708333333331,6945.859199999998,7063.562750000008,7262.746924999998,14745.84372131092,14909.728740508048,14979.931945346492,15000.024060997,15014.608793076384,15024.592280479987,15029.257702877183,7016.700637415081,13441.610666666667,232523546040.81113
2018-01-13,14243.12,14595.04,13830.28,13841.19,71300.93,1021352776.21,-49.04050909176111,15039.4,15039.4,204.42026418758542,-164.66472729320924,369.08499148079466,-672.1889230769248,14878.962063407651,5.937129970665425,46.14253923116013,49.33733120530537,32.01269511396238,21.945529979594426,74.38487906861847,74.38487906861847,-67.98730488603762,5812705245.30114,198229047640.46606,0.0,17302.79490499904,0.0,12642.971248847112,0.0,14972.883076923075,0.343392555003742,31.121752786100824,14156.071999999996,15129.184999999998,7039.805,7055.708333333331,6945.859199999998,7063.562750000008,7262.746924999998,14653.417964694025,14824.41583649068,14905.229203035458,14929.67205396541,14947.95945822289,14960.825055656578,14966.959427657486,7016.700637415081,13360.80703703704,239302252592.23615
2018-01-14,13638.63,14415.67,13031.91,14244.12,81536.0,1112590573.36,-82.76738761747467,15039.4,15039.4,117.16021316648039,-201.5398226514514,318.7000358179318,-812.3420000000042,14840.378632866401,-7.5605948978353865,39.864023501002386,44.77460129192231,18.357767286362893,24.43463070470681,70.45899280884835,70.45899280884835,-81.64223271363711,5675762114.660944,73832058593.20122,1479.1185714285716,17225.566968700525,0.0,12529.591602728044,0.0,14877.579285714284,0.23616784817658149,31.564109159086385,13990.097999999998,14975.039999999999,7039.805,7055.708333333331,6945.859199999998,7063.562750000008,7262.746924999998,14470.000912973168,14678.083155705235,14783.365508557323,14816.539398167835,14841.926916193028,14860.15342302703,14868.972218953815,7016.700637415081,13402.385000000002,229172488437.87512
2018-01-15,13631.98,14355.82,13416.71,13638.63,84089.84,1170462750.59,-70.10849241200883,15022.39,15039.4,46.928432871694895,-217.41728235698952,264.3457152286844,-816.821333333337,14674.121464741533,-10.05923484259684,39.79452776382931,44.725598313751654,18.207549300865146,22.85933723373012,67.18462117437912,67.18462117437912,-81.79245069913485,5041904269.395155,62172682038.25489,1440.5465306122453,17146.488575035815,0.0,12442.59009163085,0.0,14794.539333333332,0.2528519509009893,31.794829006988344,13732.595999999996,14642.76,7039.805,7055.708333333331,6945.859199999998,7063.562750000008,7262.746924999998,14320.636171860779,14553.051216710355,14677.720638257755,14718.183744712695,14749.608592516117,14772.449947788073,14783.595921876798,7016.700637415081,13493.548444444445,229086307188.2378
2018-01-16,11282.49,13648.84,10032.69,13634.6,325702.79,3842651741.45,-196.38855502443076,13405.2875,13642.77,-196.05496687917002,-368.32054568628354,172.2655788071135,-1053.0537500000064,13912.236964813084,-25.675688138665937,23.15545546048118,31.576598227302185,17.309865709347157,17.95839409885838,60.37916980349915,60.37916980349915,-82.69013429065285,3855417867.582176,-1236462249684.2615,1595.9467784256562,17417.013092603356,0.0,11733.059407396642,1.0,14575.03625,-0.0792704220249564,38.99786997241063,13327.481999999998,14053.779,7039.805,7055.708333333331,6945.859199999998,7063.562750000008,7262.746924999998,13785.324601655937,14173.022050780271,14379.361001538777,14446.697471315783,14499.261807477878,14537.67378781428,14556.4965404118,7016.700637415081,12811.226037037037,189625399451.2015
